SquareFeet,Bedrooms,Bathrooms,Neighborhood,YearBuilt,Price,HouseAge
2231,2,2,Rural,1982,244536.7051419004,44
2177,5,2,Suburb,1989,280667.2322629493,37
1761,4,2,Rural,1997,236474.39415610785,29
1682,2,3,Rural,2017,159332.33904748937,9
1314,2,3,Urban,1997,146100.0412719054,29
1306,4,1,Urban,2016,140463.03045198412,10
2527,5,2,Suburb,2000,257792.1003630008,26
1618,5,1,Rural,2002,181310.0523893445,24
2678,4,2,Suburb,2018,312121.2720212416,8
2543,2,1,Rural,1968,338835.4890035668,58
2629,5,2,Urban,2012,254306.3428707362,14
2933,3,3,Suburb,1989,311341.06770298025,37
2120,2,3,Suburb,1990,297813.00177035184,36
2513,5,2,Urban,2012,257928.76406583315,14
1006,2,1,Suburb,1973,154.77912007166017,53
2809,3,2,Urban,1990,345961.5304792218,36
2035,4,2,Rural,2019,314026.718855168,7
1513,3,2,Rural,2005,153321.84651120513,21
2969,2,3,Urban,2014,363110.2312132794,12
1348,4,1,Rural,1978,174379.3141502329,48
1916,3,3,Rural,2021,159450.5967462089,5
2030,5,2,Urban,2016,283968.26390057936,10
1499,3,1,Suburb,1964,224192.6688158213,62
1474,2,1,Urban,1957,152043.00858352298,69
1523,5,3,Urban,1966,226864.05948493275,60
2875,3,2,Rural,2014,273964.35772016,12
2080,2,2,Urban,1975,246148.471487878,51
1589,4,1,Suburb,1997,207068.580935033,29
2609,3,3,Rural,2005,284984.80259132927,21
1232,4,3,Urban,2012,96639.13819260252,14
1790,5,2,Suburb,1963,217014.9934394056,63
2053,4,3,Suburb,2013,256132.0157916032,13
1366,2,1,Urban,1976,102901.8694858114,50
2849,5,2,Suburb,1980,365439.7014760752,46
2630,3,1,Suburb,1990,253314.0720916453,36
2843,4,3,Suburb,1998,301577.16257503134,28
1055,5,2,Rural,1956,76507.60794816681,70
1009,5,1,Rural,2005,155328.94514137544,21
2938,3,2,Suburb,1977,447379.22725980193,49
1146,3,2,Urban,1979,119416.5169897172,47
1363,3,1,Rural,1981,117565.95167404316,45
2622,3,2,Urban,1991,267601.7337048558,35
1252,4,2,Rural,1969,156976.04128570826,57
2722,5,2,Urban,1966,329480.45266642084,60
1939,3,1,Suburb,1967,264991.817400293,59
2768,5,1,Suburb,1950,346249.5413406827,76
2276,5,2,Suburb,2003,235846.4270984676,23
2466,2,1,Suburb,2009,282949.92366738146,17
1735,2,2,Rural,2013,103760.08689045969,13
1339,3,3,Rural,1958,122207.17800107802,68
2539,3,3,Rural,1987,241103.51900646012,39
2376,2,3,Suburb,2016,250890.0391667272,10
1623,5,1,Rural,1989,97451.88145934678,37
1704,3,2,Suburb,1953,230998.17021309657,73
2676,4,1,Urban,1961,240827.41656152235,65
1322,3,3,Suburb,1987,187734.34547927784,39
2163,3,3,Rural,2004,306686.20115454507,22
1860,4,2,Suburb,1979,331135.88298717694,47
2974,3,2,Urban,1981,236787.38561078228,45
2468,5,2,Urban,1986,323091.97279381385,40
1094,4,1,Rural,1968,115849.61664759948,58
1552,4,1,Urban,1963,204179.0745363294,63
2443,2,2,Rural,2017,241583.76030159352,9
2537,5,1,Rural,1956,238898.66609161283,70
1789,2,1,Suburb,1953,194658.9825029868,73
2173,5,3,Suburb,1985,270440.09908401174,41
1552,3,3,Rural,1953,261779.5867288974,73
2374,2,2,Rural,2002,180247.05394708985,24
1115,3,2,Urban,1950,129205.2271661948,76
1631,3,2,Urban,1982,127499.1237671723,44
2260,2,3,Urban,1985,219887.68706045696,41
1269,2,1,Rural,1951,165509.28107666,75
1860,3,1,Suburb,1992,187105.56230784155,34
1290,3,3,Urban,1953,170412.41055939175,73
2457,5,2,Urban,1986,354740.2874190503,40
1008,3,2,Urban,1958,91523.16966422214,68
2774,4,2,Rural,1977,230241.689210344,49
1629,3,2,Urban,1960,135647.3020195658,66
1863,3,1,Suburb,1995,191135.23660988148,31
2850,3,2,Urban,2015,131295.8757755228,11
2847,2,3,Rural,1962,322235.58939552575,64
1474,2,2,Suburb,1952,317028.06960678124,74
2545,4,1,Suburb,1950,179968.06018974673,76
1536,3,2,Suburb,2003,103072.92456785854,23
1684,5,2,Suburb,2003,187215.5822986168,23
2760,5,1,Rural,2014,354584.0905997837,12
2034,3,3,Rural,1993,198857.8585923928,33
1612,3,1,Urban,1979,173817.2110463839,47
1776,3,1,Suburb,2014,179209.8662490052,12
2926,3,2,Rural,1992,290171.2667510919,34
2350,3,1,Suburb,2019,274771.7171449305,7
2953,2,2,Suburb,2018,321763.59500309464,8
1594,4,1,Suburb,1974,277207.65885734244,52
1275,2,1,Suburb,1991,211582.940335546,35
1369,5,2,Rural,1965,107089.16613973088,61
2513,2,1,Rural,1995,259968.1667627833,31
1344,2,1,Urban,1971,179028.18600175105,55
2796,4,2,Suburb,2008,294735.7354081649,18
1367,5,1,Urban,2008,90506.0732431023,18
2756,5,1,Rural,1961,269584.4126480921,65
2334,3,2,Suburb,1978,250551.26810590632,48
1730,4,1,Urban,1979,138452.68162935242,47
2624,2,3,Rural,1998,303120.4944796588,28
2508,2,1,Rural,1999,174878.02451144738,27
1014,2,1,Urban,1963,50615.6162796898,63
1757,5,1,Urban,2012,189398.38701415065,14
1687,5,2,Urban,2003,205987.71981884303,23
1003,2,2,Urban,1953,148907.29624240202,73
2869,5,3,Rural,1990,266018.6802790585,36
2399,3,2,Suburb,1997,242922.3552067821,29
2392,2,3,Suburb,1985,221620.7402413084,41
2488,2,1,Urban,2013,228360.65041741828,13
1532,3,1,Suburb,1960,192584.0967645562,66
2743,5,1,Rural,2018,332022.6564066624,8
1985,2,1,Urban,2020,270577.47891760105,6
2160,3,3,Urban,1993,243209.74478600424,33
1833,4,3,Suburb,1967,135952.18511462817,59
1362,3,1,Rural,1988,199089.3977113417,38
2998,2,1,Suburb,2009,159706.0321840947,17
2954,3,2,Suburb,1998,302764.7835848414,28
2239,5,1,Urban,1991,308913.8600906058,35
2391,2,3,Suburb,1988,222449.47622960745,38
1116,2,3,Rural,1964,21580.3696480161,62
2202,5,2,Suburb,2003,284027.0213654674,23
2269,5,1,Urban,2015,265222.5966042192,11
1127,5,2,Urban,1994,205883.0668193996,32
2381,4,3,Urban,2016,284550.76060650364,10
1077,2,2,Rural,1974,104313.2633713618,52
1740,2,2,Suburb,1979,197051.28348175567,47
2316,2,3,Suburb,1959,342349.61877556494,67
1773,3,1,Suburb,1961,180826.20185038133,65
1081,2,2,Suburb,1969,160586.9335848321,57
1341,2,2,Rural,1974,163580.73531795567,52
2361,5,3,Urban,1965,210832.1970810081,61
1818,5,3,Suburb,1989,210094.4498519057,37
1577,5,2,Suburb,1995,293715.561790576,31
1095,2,3,Suburb,1985,190084.29705945955,41
2168,5,1,Rural,1979,275536.42857623094,47
1576,4,2,Suburb,2014,184857.62622265384,12
1520,5,1,Urban,2005,108642.31824065416,21
2420,4,3,Rural,1999,336444.60072761687,27
1995,3,1,Suburb,1958,333746.8060349619,68
1356,4,1,Urban,1961,235451.9487041465,65
1185,4,2,Rural,1974,187171.74816090663,52
2693,3,3,Urban,2016,269274.63531502883,10
1542,4,3,Suburb,2011,144181.71226443807,15
1150,2,1,Urban,1968,94926.11385858148,58
2342,2,2,Suburb,2013,200846.1436900565,13
2777,5,2,Suburb,1968,344493.0754122801,58
2691,5,1,Rural,2005,352029.3808023246,21
2082,5,2,Suburb,1952,205679.34280792536,74
1009,5,2,Rural,2011,107218.55514112918,15
1856,2,3,Suburb,1969,208551.55662678945,57
2147,5,3,Suburb,1978,171735.15819346064,48
1355,4,3,Urban,1984,167732.69768204095,42
2369,3,3,Rural,1992,285869.5985052532,34
1793,4,2,Rural,1952,238703.61932186555,74
1236,3,1,Urban,1954,167828.0566632776,72
1332,2,2,Urban,2008,106400.25905931382,18
1016,3,1,Suburb,1990,84270.59135032655,36
2447,5,1,Urban,1951,148618.90841176864,75
1323,2,1,Urban,1979,128694.32369550497,47
1022,5,2,Urban,1979,119359.31041398965,47
1930,4,1,Suburb,1986,191915.92686760053,40
1458,4,3,Rural,2021,249104.108140913,5
2483,5,2,Suburb,2018,313682.0916557782,8
1520,3,1,Suburb,1981,150115.38741666908,45
1718,4,1,Urban,1996,200049.205787858,30
1556,3,1,Suburb,1966,219145.7400271149,60
2444,4,3,Urban,1977,339419.53322941845,49
2988,5,3,Suburb,1959,302583.9369856928,67
1402,5,3,Urban,1975,152047.04699064436,51
2354,4,3,Urban,2009,237140.4128876109,17
1456,4,3,Rural,2005,140388.32896908716,21
2506,3,2,Rural,1972,195816.1289163988,54
2521,3,2,Rural,1963,260245.7527823581,63
2050,3,3,Suburb,2011,294982.11664282647,15
1396,5,1,Suburb,2016,234078.8585566205,10
2976,4,2,Rural,1979,345766.1547473675,47
2211,2,3,Rural,1989,318174.97489506885,37
1139,3,3,Urban,2016,169299.08623264337,10
1520,2,3,Rural,1968,200531.357018528,58
1745,5,1,Urban,1962,259882.6292964425,64
1091,3,2,Urban,2016,160767.8011413201,10
1076,3,2,Suburb,2021,13680.064830691,5
1851,2,3,Suburb,2000,258138.3289429657,26
2267,2,2,Suburb,1996,267385.46293732355,30
1844,4,1,Suburb,1956,168284.17526334556,70
1666,2,1,Suburb,2020,208691.3747157688,6
2753,5,2,Suburb,2017,298399.87631734926,9
1958,3,1,Suburb,2017,267968.1271782454,9
1988,2,3,Urban,1990,290477.2645424494,36
1796,5,3,Rural,1997,218633.88789243213,29
2685,2,3,Suburb,1967,333792.6278974197,59
2864,2,1,Rural,1992,310384.75945434714,34
1087,2,3,Rural,1985,127314.36266119794,41
2641,4,2,Suburb,2017,332936.84480183286,9
1914,3,1,Urban,1977,219001.76774369867,49
2317,3,2,Rural,2000,268224.7443426701,26
1094,3,3,Suburb,1953,209765.4485255224,73
2276,4,1,Urban,1958,368698.8153242005,68
1550,2,1,Suburb,2015,193802.90846516544,11
1398,3,2,Suburb,2001,155300.77325222746,25
1766,3,2,Rural,1990,275462.62746638374,36
2077,2,2,Suburb,1964,268723.03730299725,62
2951,3,2,Suburb,2016,351533.1061006786,10
1242,2,1,Urban,2018,122744.07700199708,8
2133,4,3,Rural,1974,248032.64675735368,52
2789,3,2,Rural,1986,271636.805290434,40
1623,3,1,Suburb,1953,229505.81016347377,73
2709,2,2,Suburb,2018,312471.59769324824,8
1700,5,3,Rural,1964,142676.0549331208,62
2244,4,3,Suburb,2002,198196.13110543665,24
2784,3,2,Suburb,1959,376515.41742619744,67
1563,2,2,Suburb,1997,184263.8820905028,29
1161,4,1,Rural,2000,254042.2669688309,26
2992,2,1,Rural,2020,318287.1631145311,6
1034,5,1,Urban,1986,236455.1898774286,40
1965,3,2,Urban,1989,182778.3584830253,37
1036,5,2,Suburb,2019,131323.87313285665,7
1845,3,2,Urban,1983,218779.482815853,43
1828,5,3,Suburb,1951,169007.88900809948,75
1622,3,3,Urban,1962,208170.8633046992,64
2393,2,2,Suburb,1971,291398.5506573358,55
2200,4,1,Suburb,1996,303411.21942690224,30
1520,3,1,Rural,1995,189819.33639120864,31
2298,3,2,Rural,1994,258572.61510655933,32
2656,2,1,Urban,1989,378176.3417595343,37
1104,5,2,Suburb,1959,120311.4842427076,67
1155,3,3,Suburb,1977,187918.2749808088,49
1335,5,1,Rural,1987,201967.38100196605,39
2049,2,3,Suburb,1989,204074.2996131196,37
2957,3,3,Rural,1987,313391.96875626675,39
1295,4,2,Urban,1960,141807.01763023276,66
2560,3,3,Rural,1953,219852.03752960512,73
2378,2,1,Suburb,2020,186745.8956491096,6
1885,5,2,Rural,1990,166262.00043684134,36
1068,3,2,Rural,1956,100726.7910018927,70
2350,2,1,Rural,1966,133603.91386805318,60
1150,2,3,Rural,1990,96445.64519316856,36
1856,2,2,Suburb,1983,239871.3474822047,43
1576,5,2,Rural,1958,318766.7349892964,68
1661,5,2,Suburb,1969,149374.8358044519,57
2343,4,1,Urban,1959,208584.5365847353,67
1756,4,1,Rural,1972,292406.2403437762,54
1451,3,2,Suburb,1952,156788.76351989323,74
1569,2,2,Urban,1995,195221.249413174,31
2691,4,1,Urban,1987,379704.3351576718,39
2135,5,3,Rural,1993,264863.5292830489,33
1634,2,2,Suburb,2002,196561.5290418717,24
2485,3,1,Rural,1971,277653.452177684,55
2888,2,3,Suburb,1967,349753.83016419044,59
2987,4,3,Rural,1953,324779.70728922525,73
1361,4,1,Rural,2003,238284.63211386776,23
1202,2,2,Suburb,1954,141063.37486588242,72
1486,5,1,Rural,2010,224675.9420135936,16
2503,2,1,Rural,1975,202917.501150715,51
1003,2,3,Rural,2006,17480.12417038268,20
2152,2,2,Suburb,1990,219683.1158001674,36
2049,2,3,Urban,1973,180912.3413964063,53
1800,2,1,Rural,1982,183373.13145861737,44
1976,5,1,Urban,2020,297797.7085078437,6
1026,3,2,Rural,1993,102631.02674257883,33
2065,3,1,Rural,2015,271550.6482670639,11
1964,4,1,Rural,1973,305713.28075883887,53
2606,5,3,Urban,1996,307564.762101204,30
1063,2,2,Rural,1976,104714.41689307425,50
2048,5,1,Rural,1963,242956.623441244,63
1071,3,2,Suburb,1979,140296.46890739788,47
2505,2,2,Urban,1981,170537.20546536567,45
2896,5,3,Suburb,1983,325851.2777013653,43
1899,4,3,Urban,1996,145012.383279289,30
1267,3,1,Urban,1995,156826.60843827287,31
2849,2,1,Urban,1984,372118.50352149614,42
1094,2,2,Suburb,1986,186581.0508793787,40
1394,2,3,Urban,1978,197763.6308563514,48
1868,2,1,Rural,2006,153060.65371662064,20
1363,2,2,Urban,2007,69301.19638137284,19
2338,2,2,Urban,1960,254840.4024498907,66
1116,5,3,Urban,1998,104092.63075088122,28
1163,4,1,Rural,1991,83184.8426579757,35
1876,5,1,Rural,2003,204584.97505890383,23
1789,5,1,Urban,1998,270462.51134287706,28
1576,2,3,Urban,1985,220767.6273903593,41
1305,2,2,Rural,2007,185565.99261714984,19
1771,5,1,Rural,1950,171223.27242595487,76
2763,3,3,Urban,1958,216548.9434473339,68
1199,2,1,Rural,1950,93343.74687720597,76
2755,2,1,Suburb,1985,286124.926997678,41
1179,3,3,Rural,1958,188831.32909133,68
1357,5,1,Rural,2002,177315.64048145805,24
1739,3,1,Suburb,2006,157083.93628463903,20
2275,2,2,Rural,2010,212620.26689048152,16
2322,4,3,Suburb,1963,301643.26010474545,63
2896,3,1,Suburb,2000,350851.7988913939,26
1429,3,2,Rural,2003,210134.21417729027,23
2027,2,1,Urban,1978,262576.80647364544,48
1652,3,1,Suburb,2010,105875.87810278343,16
1677,2,2,Suburb,2018,162009.13363919506,8
1253,4,1,Urban,1954,159056.84360473318,72
1940,4,2,Rural,1962,226628.1112300804,64
2688,5,2,Urban,2010,254329.6544851945,16
2602,2,2,Urban,1997,292558.01161316544,29
2590,4,1,Suburb,2007,323799.4673865408,19
2119,2,3,Urban,1983,270617.9151997159,43
1166,3,3,Urban,1972,116757.60302533396,54
2856,3,1,Urban,1951,256101.0466054094,75
2354,2,2,Rural,1985,249698.05126560671,41
2921,2,3,Urban,1952,304783.6279823939,74
1964,3,2,Rural,1990,244119.41759836744,36
2911,2,3,Rural,1990,343461.34775257495,36
1853,3,1,Urban,1988,243507.7273139224,38
2085,5,3,Rural,1989,170964.64603026814,37
1173,5,1,Rural,1981,206239.00903823297,45
2276,5,2,Urban,1989,274071.0994259669,37
2484,2,2,Rural,1967,273790.0401488852,59
1623,3,1,Urban,1973,177277.26263641997,53
2238,4,3,Suburb,1967,266834.884525323,59
2262,4,2,Suburb,1953,322520.9800414908,73
1414,3,1,Urban,1955,176990.49036070422,71
1738,3,1,Rural,1999,190957.8040275688,27
2765,3,3,Suburb,1975,312595.79804283334,51
2768,3,3,Urban,2003,315634.6117985007,23
1674,3,1,Urban,2006,177993.8149917199,20
1125,4,3,Suburb,1950,185461.34319219776,76
1940,5,1,Suburb,1963,142502.74861115083,63
1252,3,2,Suburb,1971,164249.92516034743,55
2868,2,1,Rural,2018,321138.00529137446,8
2973,5,3,Urban,1964,388942.708849529,62
2734,4,3,Rural,1984,266967.34196072136,42
1196,3,3,Urban,1980,70413.84183786095,46
2657,2,3,Suburb,1987,340754.29063462367,39
1412,4,1,Rural,2000,177193.75618025046,26
2479,5,1,Rural,1984,238021.0068389121,42
1775,5,1,Urban,2007,160564.08815008996,19
2077,2,1,Suburb,2003,238779.3547951008,23
2670,3,3,Suburb,1955,345633.6135393165,71
2362,2,2,Suburb,1995,297730.0059752787,31
2382,2,2,Rural,2012,237524.55898382457,14
2174,4,3,Rural,2021,124899.53603447849,5
2123,2,2,Suburb,1986,165094.02983549912,40
1233,2,1,Rural,2011,93800.94483243112,15
2567,5,2,Suburb,1980,331319.9622656519,46
2085,4,1,Urban,2020,191013.81589737616,6
2964,3,1,Urban,2003,324457.3563154404,23
1195,5,1,Rural,2013,178930.88606761236,13
1541,2,3,Urban,1983,160734.48388228894,43
2778,3,1,Urban,1966,371615.52151215647,60
2129,4,3,Urban,2011,304960.93071903795,15
1294,5,3,Urban,2013,89614.68513430968,13
1644,3,2,Rural,2019,134601.16376947146,7
2474,2,2,Urban,1962,257397.76788370844,64
2557,2,2,Urban,1971,175834.74736578524,55
1155,3,3,Suburb,2021,183300.79822819,5
1405,5,3,Urban,2009,203506.21111613177,17
1895,3,1,Suburb,1960,221942.9771453401,66
1725,2,3,Urban,2002,171201.3221156249,24
1737,4,1,Urban,2000,138133.39106350718,26
1796,5,2,Suburb,2000,247573.5846120712,26
2706,2,3,Urban,1959,225807.7137418964,67
1553,2,1,Suburb,2016,136636.2657999078,10
2595,3,1,Rural,2010,189188.7912862716,16
1374,2,3,Rural,1981,28916.212813082937,45
2612,5,2,Rural,2005,301528.7110394224,21
1454,3,1,Rural,2002,111632.1143149426,24
1201,4,3,Urban,1980,138059.74323883472,46
2755,2,3,Rural,1995,301395.74885457195,31
2475,5,1,Suburb,1974,266384.16116790834,52
2210,5,1,Urban,1982,307828.0116995211,44
2631,4,1,Suburb,2001,321965.9304007443,25
1853,5,3,Rural,1985,234686.6551462224,41
1723,5,3,Suburb,1991,149077.46222435046,35
2391,4,3,Rural,2009,323272.4293077918,17
1339,2,2,Urban,1983,145722.27075271477,43
1261,5,2,Suburb,1968,153268.24225849967,58
2864,3,3,Rural,2021,378854.27023736207,5
2947,5,1,Rural,1961,231200.6202609823,65
2612,3,3,Urban,2016,204180.4473952132,10
1542,5,3,Rural,1987,210525.627478686,39
1550,2,2,Rural,1963,302374.96494353923,63
2329,5,3,Suburb,2003,342289.9976513316,23
2869,3,1,Rural,2007,309359.8957541823,19
2749,5,2,Suburb,2011,347733.0324061885,15
1637,3,3,Rural,1994,194556.1458234173,32
1164,4,2,Suburb,1958,166046.7018738428,68
1757,5,1,Rural,2017,206995.811366574,9
1620,5,1,Rural,2014,179041.15390011127,12
2111,3,3,Suburb,2008,275686.7094648739,18
2223,3,3,Rural,1953,240701.5974208077,73
2294,2,2,Suburb,1976,281239.721214843,50
1050,4,1,Suburb,2006,113662.72264247594,20
1488,3,3,Urban,2008,151477.57273920608,18
1197,2,1,Rural,1993,100805.70607661504,33
2046,3,3,Urban,1951,169886.16530014225,75
1664,4,3,Urban,1974,217161.79569188063,52
2246,4,1,Rural,2003,259779.46745804412,23
2965,4,3,Urban,1983,248253.2436465536,43
2244,4,3,Rural,1971,158533.52869991912,55
1662,5,3,Urban,1959,217236.4626099956,67
1265,4,3,Rural,1953,114105.80649859876,73
1072,4,3,Rural,1961,106746.5947722719,65
2904,2,3,Suburb,2003,299091.2727669235,23
1076,4,3,Urban,1975,111027.20315624952,51
1543,3,3,Rural,1968,160693.61358162455,58
1880,3,2,Suburb,1999,261586.4707207745,27
1434,3,3,Urban,1990,149365.78618569838,36
2960,5,3,Suburb,1984,249329.3817382221,42
2088,3,2,Rural,1962,213533.6301555306,64
2984,4,2,Suburb,1997,336400.37555315526,29
1356,5,1,Rural,2015,226787.1993345169,11
1935,4,1,Urban,1967,246333.19857921905,59
1017,2,1,Rural,1950,31952.18958323488,76
1675,4,1,Suburb,1985,274055.41579370364,41
2822,3,2,Urban,2000,299877.469809739,26
2589,2,1,Suburb,1983,281677.6567836589,43
1574,2,3,Suburb,1993,175300.6718220941,33
2792,2,2,Suburb,1983,314485.89797703776,43
1750,2,3,Suburb,2013,117383.2470206672,13
2459,5,1,Urban,2014,330367.0745758953,12
1995,4,1,Urban,1985,175543.0317987437,41
2464,2,3,Suburb,1982,267555.62856359425,44
2032,5,1,Suburb,2006,281340.93191849685,20
2493,5,1,Rural,1960,268431.6508028878,66
1631,5,1,Rural,1981,177491.668295541,45
2371,4,1,Urban,1986,244884.69640518425,40
2625,2,3,Urban,1994,229493.61999054137,32
1371,4,1,Rural,1994,175883.96497756662,32
1969,5,2,Suburb,1965,243414.14041771824,61
2847,5,3,Suburb,1951,375585.7328181409,75
2198,4,3,Suburb,2013,207398.47319618808,13
2538,5,2,Suburb,1956,230208.6541331713,70
2153,5,1,Urban,1974,279378.8910426098,52
2589,3,3,Rural,1959,326051.01897150814,67
2316,5,2,Urban,2004,205182.15789145493,22
2719,4,2,Suburb,1953,399393.13867688575,73
2950,2,2,Suburb,1962,346192.1764718165,64
1352,2,3,Urban,2011,186017.3509748077,15
1223,4,2,Urban,2008,155428.10555347058,18
2547,4,2,Suburb,1964,327513.1953988004,62
1953,5,2,Suburb,1974,326365.5731617453,52
2730,4,3,Suburb,2011,224568.8433458542,15
2782,4,2,Suburb,2016,254116.5916316975,10
2532,5,3,Urban,1990,242586.7685713785,36
1367,3,3,Urban,2010,133696.3016140927,16
2689,3,2,Urban,1999,242543.79261763583,27
2613,5,1,Urban,1952,314568.8514997464,74
2675,3,3,Suburb,1964,275261.1203414571,62
2523,3,2,Suburb,1953,255915.75178981823,73
2113,5,3,Rural,2019,245083.2807292325,7
1655,3,2,Suburb,2001,192930.5126835949,25
2972,4,2,Urban,1969,428009.7037662382,57
2095,3,1,Urban,1999,259973.7602169289,27
1432,3,3,Suburb,1952,159565.9524731568,74
2712,4,3,Urban,1999,357075.8856409965,27
2371,4,3,Suburb,2018,271505.9404782359,8
2286,2,3,Rural,1954,199063.72255818069,72
2294,5,2,Rural,2003,263562.1906337902,23
1508,2,3,Suburb,2006,198412.06194569985,20
1507,2,1,Rural,1961,191360.44824038312,65
1616,3,3,Rural,1969,176503.12968826733,57
1419,4,2,Rural,1951,104072.9961728125,75
2095,2,2,Rural,1968,225754.9674565401,58
1073,5,2,Suburb,1954,102827.98674927485,72
2678,2,2,Rural,1955,347651.657004453,71
2526,3,2,Suburb,1962,316441.9498688298,64
1573,2,3,Urban,1977,156710.83046467125,49
1145,4,3,Suburb,1957,56075.53916419608,69
1045,4,2,Suburb,1977,74150.80804592153,49
2764,5,2,Rural,1950,333377.01578121324,76
2128,2,3,Suburb,1994,154329.99812198244,32
2132,4,2,Suburb,1991,200092.51948909703,35
2340,2,2,Rural,1976,316905.0060005503,50
1120,2,1,Urban,2011,171214.5148517288,15
2522,4,1,Suburb,2001,225124.4578729159,25
2066,4,1,Urban,1966,271871.4787671503,60
2963,3,1,Suburb,2013,320732.5930035432,13
1098,3,2,Urban,2001,90076.49987904422,25
1705,5,2,Rural,1995,106245.82969171282,31
1310,5,2,Suburb,1979,159688.42588725523,47
2237,5,2,Rural,1985,264989.4630757139,41
2486,2,1,Urban,2006,319395.5404681401,20
